ItemID,Sentiment,SentimentText
2229,1," had a good weekend, looking forward to a great week x"
2230,0, had a really bad day!!!
2231,0, haha my dragon jus tried to attack me
2232,0, hahah @annetteluna says to me: yea we need to go to target so we can get you a hotdog and you'll shut up
2233,0, Hanging by a moment by lifehouse always makes crave a boo.
2234,0, hangover
2235,1,- HAPPY 8TH ANNIVERSARY TO US!!! Awww  Barry is about to take me 'somewhere' ...  Be back later!!
2236,1, happy day cash cash party in your bedroom on xm radio
2237,1, happy for you
2238,0, Happy Graduation 8th ): I'll miss some of you a lot. Don't 4get to e-mail.  Lots of Love ~ *Olivia*
2239,1, happy juice. http://twitpic.com/4e4bz
2240,1,-- happy mothers day mom!  http://twitpic.com/4x153
2241,0, Happy Saturday  But its closer to monday  but it's summer :-D
2242,0, harley told me here b-day is on the 17th of nov !!!! omdz
2243,1, Harry Potter! Yay!!!
2244,0,=- Has A touch of the old prickley heat rash...
2245,0, hate my liiiiiiiife
2246,1, Hate this song  ? http://blip.fm/~5jg6f
2247,0, HATES ITUNES.
2248,0,=- hates the summer only cz. it gives A hardcore tan on arms and face
2249,0," hates work, BEYOND wants to go on tour"
2250,1,- Have a GREAT Sunday... be blessed and encouraged!! I'm going to PASS OUT now. haha Earlier than usual... yay!  GOD BLESS YOU!!!
2251,0, have to do the dishes
2252,0, have to leave for class...
2253,0, have to leave soon
2254,0, have to work on homework tmrw...
2255,1, having a good day
2256,1,=- having A smoothie and watchin A movie..
2257,0, having just a Horrible Sad day. i hate those so much.
2258,0, Having no money sucks.
2259,0, having trouble sleeping.
2260,0, he always does this!
2261,0," He read my last message on myspace, and didn't reply. Im scared he dont want to talk to me really.  Ugh, I will never find anybody..."
2262,0, headache!
2263,1, heading my dad's store
2264,1, heart it races. Black glass extravaganza and then downtown.  smiles all day as usual.
2265,0, Heavy rain forecast for Saturday at Epsom Derby!!
2266,1," hella people have no idea who I am... Hehehe, and no I'm not Lou nor @MicahMoney"
2267,1, haha have fun girl. Have fun at thaaat mormon dance tonightt too!!
2268,1, haha! Off the phone with my bby!  I lovee youu!  -Nitee!
2269,1, hanging with jon. i love ashley!!!!!!!!
2270,1, happily falling head over heels for him &lt;3
2271,1,- Happpy Monday night everyone! 
2272,1, happy and singing... extreme &quot;more than words&quot; ♫ http://twt.fm/140208 #musicmonday
2273,0, Happy Fathers day. ILUDaddy.    First father's day sans father.
2274,1,"- happy flip indy day.  mabuhay! schweet! oh wait, wasn't that yesterday? man...i need to do my research. fail."
2275,1, happy to meet the old friends...
2276,1, Happy today!!!  http://estrella05azul.wordpress.com/
2277,0, Hard Night! It has only begun!
2278,1,=-- harry potter!with BEllA and EMMAliNE. making hotdogs
2279,0, hate being stuck at home not able to do anything before my last day at hollywood
2280,0, hate going to the doctors. also hate having to go back an hour later to get prescription.
2281,0, Hate Holidays
2282,0, hate public transport stood waiting over half an hour for a bus which didnt show up luckily i got a lift to work
2283,0, hate shit strirrers
2284,0, have a cold! &lt;- not fun!
2285,0, Have an awesome leave. DONT forget aboot me. Have a shit load of beers for me but do it safely. Later/
2286,1, have i told u how much i like u 2day?
2287,0, Have to drive home now &amp; leave the show in the middle.........be back soon!
2288,0, Have to take my mom to the hospital...Hopefully she'll be alright
2289,0, haven't been able to get thru to ticketmaster to get AC/DC tickets WTF
2290,0," havent twittered in so long, ive been busy doing much of everything, 4am sleep time note to self twitter moree!!!!"
2291,0, having a day in bed not feeling myself at all today 
2292,0, having a down moment! I think i need sleep! Totally Want to work my but off at something i believe in but don't think i ever will...
2293,1, having a good night! hehe almost time to get homegirl and come home and sleep! im so damn sleepy... =(
2294,1, Having A Very Nice Day
2295,0, Hay fever has finally got me! ick!!!
2296,1, he makes me so happy!
2297,1, he makes my little heart smile
2298,0, he never call me&gt;_&lt; i'll come psh yeah right. i swear i'm so going 2 get him. im an angel but i can be a devil.
2299,0, He wasn't able to stay the whole night.  He has to go back to camp.  I'll miss him!!
2300,0, headache.
2301,0, headaches KILL especially when your trying to study for an SOL.
2302,0, Headaches suck ASS!!!!
2303,0, headphones broke. Not happy
2304,1, hehe lizzie gibson is a ledge! cant wait to see her in a few weeks XXX
2305,1," Hello, my name is Nadia. And I am addicted to twitter...   "
2306,0, he's mad at me
2307,1, hey im back haha
2308,1,- HEY YA ALL! 8) Peace Out! #Followfriday! Please i want followers!!!! So give out this message: Follow @Crizzyx3 THANKS! 
2309,0, hi papa had to go to bocce for me cuz my backo is wacko
2310,1," hihooo(:  but,, i think i'm gonna be on my granda's house :3 haha  til late so... i'll be here few minutes :O"
2311,1,-- hmm...life's been pretty good to me lately.  I'm quite content.
2312,0, is it possible to get withdrawal symptoms from a person?
2313,1,=- is much better now
2314,1," is not a face, it's the scalp of a cat, with the ears still attached"
2315,0, is really sad...
2316,0, -is sad-
2317,1,=- is trying to make A song and watching ELLEN DEGENERES SHOW.....
2318,0,=-- is worried about her mom.
2319,1,- isn't beer just sparkiing water with alcohol in it? 
2320,0, it broke awe its so sad
2321,0, it gets harder each time he leaves. I haven't been able to get a goodnight sleep since then. i miss him
2322,0, it isn't working. This picture thing is upsetting me. I see it only when it enlarge it.
2323,0, it makes me sad
2324,0, it seems summer is coming to an end...again
2325,0, it should be.. not a wink &gt;.&lt;
2326,0, It still wont let me log in I know my user's thier cos anth sent me a friend request
2327,0, it will only be me meeting the guys. maybe next time they come Watty can go.
2328,0," it would appear that my garmin, Rupert, &quot;lost&quot; the data for my last 2 runs - today's race too + it didn't upload to garmin connect. "
2329,0, its 8 o clock and my parents STILL are not home  they ditched me i think  how depressing lol
2330,0, it's already H O T.... i'm ready for fall
2331,1,- it's an old Jeremy Enigk night. Return of the Frog Queen / United States of Leland OST.  Love Enigk.
2332,1, its castiel!!!!  [ the angle ]
2333,0, its cold and semi-rainy here
2334,0, its coming
2335,1, its follow friday !!!
2336,1," its going to be a good day, yes sir a goooooooooooooooooood day!"
2337,1, ITS LOUD AGAIN!!!!!
2338,0, It's NOT Gonna Be A Good Day Tomorrow 
2339,0, its such a sad day today.......and i hav nothing to do except for stupid over the summer school work! 
2340,0, Its wasnt me your honour i swear!! on my life!!! Im blonde!! please take pity!!
2341,0, I've been bitten by bitey things all over my legs and it itches like fuck!
2342,0, i've been IMing youu
2343,0,"' I've been missing you , it's true '   @jonasbrothers "
2344,0,- I've been trying to get my husband to tweet. He is adamant about NOT doing so  Poor Kathleen. lol I got a &quot;hey&quot; out of him though {haha}
2345,1, I've been working out too much. My back hurts. OUCH
2346,0, I've got to work in 5 hrs and I don't want to leave this party.
2347,0," I've gotta stop eating. Someone take all this food away, please."
2348,0,"- I've had a bad 2 days. To top it off, now I'm dealing with messy neighborhood children. I wish we lived back in the COUNTRY again. "
2349,1, I've had a good day!
2350,1, ive nbeem drink for s few hourst
2351,0, I've seen that episode time to turn over
2352,0, I've wanted Allison to win America's Next Top Model since the beginning... gosh
2353,1, jajajaja. what do  you mean&quot;in some way&quot;?&gt;&lt;
2354,0, Jay Leno's last show
2355,0, Jay's last show in 2 minutes.
2356,0," jb is in toronto, soundchecking "
2357,0," Jeep breaks down, put 4 sale, person buys it, it runs perfect as they drive off. WTF?"
2358,0, jive mad i aint get tew c da game its all gud doe had 2 make sat $$$ man...holetime i new da lakers was gon fry sum shit up..lls
2359,0,- Home From My Trip To Alberta Now And I Am Sooo Tired!! Such A Long Drive Home!! 
2360,0, Homeless man just got arrested. I HAVE every reason for going to give excuses for him to be released. :/ I wish i had the gaul....
2361,0, Hope all is well in the Kill Hannah camp.
2362,0, hope my momma's okay.
2363,0, hope that wouldn't happen in real life
2364,0, hopefully not. @NiceonKeys90
2365,0, horse 3 and 4 just finished. They were very tired! Eurovisions runaway leader took away all the tension.
2366,0, hospitaLs sukk
2367,1, How are you all? been very hot I must say.
2368,0, how can finding somewair to live next year be such hard work.
2369,0, how can I be out of eggs? no baking for me this morning
2370,0," how much crying can one person really do? I mean come on, i can't go to work sniffily and puffy eyed. It's all my fault."
2371,0, how my solve this thing??..
2372,0, how r u all todaii
2373,0, How sad my phone is dead and i don't have my charger... ugh
2374,0, how the duck am i supposed to write 1500 art history words on something i can hardly see!
2375,1, How to Tell if Your Son is Gay? [PIC]: http://digg.com/d1tpPB?t
2376,0, Hoy no ha sido un buen día at all  .....Need support 
2377,0, http://bit.ly/k9Lxe  they looked so happy here!!!
2378,1, http://bit.ly/Y1YjQ I'm reading: The Peak of Hotness.
2379,0, http://psychcentral.com/maniaquiz.htm  Good thing you can't TRUST online quizzes
2380,0, http://screens.delaender.net/24ea555d2fd0a8dd97af9f053aa4546c.png - TextMate hasn't enough memory. I got 4GB RAM hmm
2381,0, i  missed church.....AGAIN.......stupid backwards sleeping habits.....
2382,1, I &lt;3 Bobby
2383,0, I accidentally slammed the door on one of my toes cause i thought my foot wasn't there. It did bleed but it's stopped now :/
2384,1, I adore leather corsets.
2385,1, i agree @OasisStasis http://ff.im/2dojM
2386,0, i already said goodbye to my besties @adrianacoffey @monicaramos427 @verooperez &amp; @paulettecolberg . las amo . i'll miss you  [ILY]
2387,0, i always hoped it wasn't true.
2388,0, i always lose. no matter how nice i am 
2389,1, i am bored
2390,0, I am gonna miss sam bradley's concert in L.A. Only one day earlier!Damn!
2391,0, I am not certified...http://bit.ly/rKiDD
2392,0," i am sick of being poorly now, it''s been a month of stomach problems and i'm fed up now"
2393,0,"=- I am so drained, I wish Amy was home"
2394,0, i am so sunburnt that it hurts
2395,0," i am still uber sick (lol, FEVERISH AT LAB TODAY!) and my lab report is barely progressing. FML!!!!! !!!!!!"
2396,0, I am such a wus these days...
2397,0, I am thoroughly disappointed that Penny and Leonard are still not together and that Penny just broke my heart with one sentence.
2398,1, I am what I say I am.....I am Yashawini.....a successful woman
2399,1, I be cool
2400,1,"' I believe in you my love, and your imaginary world.' Nightnight world  Sending love out there."
2401,1," I bet you were with him! @PITX08 oh, follow @fxxxmylife "
2402,1, I bought a Torchwood book yesterday and nearly a Dr Who one but it was in the kids bit and my friend was laughing about it ;(
2403,1, Hello Summer  listenin to nevershoutnever! makes me feel all summery  lunch time (Y)
2404,1, Hello TWITTER! (100th update Wooohooo)
2405,0, Help I dont know what to wear tomorrow nite !  I have my pink lady jacket but thats it.  any idea's what else to do ??
2406,1,- He's a keeper for sure cuz the boi has even got me smilin n my sleep!    Wow!
2407,1, hey all im bored and since im wating for cliare before going to my grans i thought i would twitter lol
2408,0, hey isn't this easy. 
2409,0, hey u guys r on....im going to canada today...for an unhappy reason...
2410,0, hit by someone running a red light...my cars totalled...but thank God i just have a headache &amp; nothing more.
2411,1, hmm. i really like the songs on the summer ep. &lt;3 nsn
2412,0, holy shit.
2413,0, home and away (i've been home to watch this every day this week?)
2414,1, home from a friends ..aha great party 
2415,0, Home from NINJA weekend...I will miss you dearly!  Best $200 spent on tickets.
2416,0, HOMEWORK!!!!
2417,0, homework. uggh
2418,1, Honorary Hollywood Mom Mafia: @bostonmamas @PetiteMommy @blissnine @MomSquadBlog @all_moms @twitterparents @MomsofAmerica #FollowFriday
2419,0, hope it gets better soon @missjeffreestar
2420,0," hopefully I make it to next years parade. YES, THERE WILL BE ONE "
2421,1, How beautiful is Prince. Oh My Goodness
2422,0, How do I make my headache go away?
2423,0, How do you just ignore them when theyre online too? God I want my friend back!!!!! :'(
2424,1, how i love the sun and its powers
2425,0,=- how lame it is that I want my Scranton shirt so bad Just so I can take A photo of Tim and I wearing our DM picnic shirts together
2426,1, how much do I love this...... Just stopped to grab a bite on the road and as we walk in.... Summertime came on &lt;3   
2427,1, How's everybody. I'm finna GO!  HOW ABOUT THEM APPLES =D
2428,0, http://bit.ly/MisVv  please find him ok. Can't stand this tearing Ryry apart 
2429,1, http://www.inimacopiilor.ro/campanie/campanie.php - pt copii
2430,0, Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.
2431,0, hungry and indecisive
2432,1, I also like this night. I'll hibernate now.
2433,0,- I am burnt to a crisp.   Sunburn sucks!
2434,0, i am regretting getting that film developed... RIP
2435,0, i am so over it all.  
2436,0, I am so worried......
2437,0,=- I am wiv achey head
2438,0, I aways feel terrible when my friends get yelled at.
2439,0, i beeeeen sayin when my last days were heffer!!! lol lol next time forsure when u and @nessb0o graduate in 10 years
2440,1, i Call you
2441,0, i came home and didnt have anyone to tell how my day was to
2442,0," I can only think of one way to get out of this stupid loop of shitty moods, and I don't wanna do it..."
2443,0," I cannot print from Ubuntu to my Samsung printer, something called Splix sucks this time."
2444,0, I cant believe it
2445,0, i can't block people anymore! what's wrong!
2446,0," i can't drive myself to school until december, even though i'll be eighteen already. exception?"
2447,0, joe and stella. stop being so cute. i only know disney is tempting me with forbidden fruit.
2448,0,-- jon &amp; kate plus 8 on monday might make me really sad  ... stay together for the kidssssssss   
2449,0, Jonas Brothers 3D Concert Movie is out on the 7th of May and i can't go because of school interviews.  BUT i'LL see it sat!!(Hopefully)
2450,1," jonas brothers, cant wait!"
2451,1, Josh Groban's music is my happy place.
2452,0, jst received sm profound words 4rm the last guy I dated... thx Chigo
2453,1, jus chillen with the homies on the west sieedahh
2454,0," just been taken into a pet shop with @staceynoir tarantulas and mini crocodiles, ah quite scared. But i want a bearded dragon."
2455,0, just busted my head on my friends windshield. i hurt.
2456,0, just came back from Memorial of a friend around 100-200 turned up. I'm so sad right now. RIP Tom
2457,0, just dropped my boi off at the airport. I feel as though the L word is coming and I'm resisting it.
2458,1," just finished writing australia and put it up at lifesaclimb, what an accomplishment."
2459,0, Just found out I don't get to hear from my soldier for another week!!!
2460,0, Just found out my &quot;play play&quot; grand-daddy died...  RIP William Watson... Thanks 4 the memories!
2461,1, Just get some new clothes. Thx mom.
2462,1, Just got a notebook similar to a Moleskine. Looking forward to purchasing one in Hong Kong this summer. 
2463,1, just got home. Wow that was actually fun
2464,0, just got served by a small minded jerk off. So much for being funny.
2465,1, just happy.that's all i'm tweeting now
2466,0, just like I thought everyone is busy already. It now depends on lyss...
2467,0, just like that.
2468,0, just passed up going to my favorite bar with most of my favorite people because i hurt so bad  -otte-
2469,0, just really upset and drunk
2470,0, Just re-tanlined my basketball sock tanline. Ftl.
2471,1, just sat wit sis lookin on twitter  x
2472,1, just seen a frog on the sidewalk (:
2473,1, just soaked in the hot springs of Pagosa. So nice.
2474,1, Just started a twitter xD
2475,0, just trying to help
2476,0, just walked in on boyfriend trying to hang himself.  he's okay.
2477,0, just watched the farrah facett story. i feel terrible for her :/
2478,0," just weighed self... still 59 kilos!! Damn you body, gain some fat!"
2479,0, just woke up..
2480,0," Karine Ruby, &quot;former Olympic snowboarding champion dies at 31.&quot; http://bit.ly/uKRBg"
2481,0, karly on bb...how ...fifian..?
2482,0, killer headache. Today was half good and half bad. Could use some good news.
2483,1,- Kris Lundberg is speaking at the Int'l Virginia Woolf Conference today at 4pm! Come to Lincoln Center and support her. 113 W. 60th St. 
2484,0, kyokyo-chan isn't real.... )': Yukyosukuji!&lt;3
2485,0, last day of holidays...I wanna cry. http://tinyurl.com/d8s778
2486,0, last day of holidays...I wanna cry. http://tinyurl.com/q8428o
2487,0, last day of school....
2488,0," last day of summer uniform, I HATE WINTER ,i got locked out side my locker today .. not cool all my teachers were like were r your books"
2489,0, i broke my microphone 
2490,0, i burn my tounge
2491,0, I burned my quesadilla.
2492,0, i can't believe i get sick on the first week of school.. 20 more days and then i'm outta there. ugh i hope i get better soon
2493,0, i cant believe you....
2494,0, i cant fall asleep.
2495,0, I can't find pistachio ice cream at my store
2496,0, i cant go to miley cyrus tour 2009 because i would be on a wedding !
2497,0, i cant go to work until 7... that means 2 hours less... tear
2498,0, i cant guys. my computer got taken away    i'm on my moms phone
2499,0, I can't play spymaster anymore. The page just keeps loading without ever actually doing so. So sad. WTF?!
2500,0, i cant see anything!!!!!! Im from spain and i cant see it!!! It isnt fair!
2501,1," i can't stand Ravenna, but tonight it's really nice."
2502,0, i cant stop being sad
2503,0," I can't stop crying. I'm horrible to my husband and putting him off, I know, I feel like I'm driving him away  I can't help it"
2504,1,- I can't wait to JDM my RSXy  be ready to race this badass chick! Yall aint ready.
2505,0, i cant wait to shower off all the dust on my body from my room! ARGH
2506,0, I can't waite to I have a hubby and little one to come home to
2507,0, i cant watch skins! mum is in the loungeroom she wont leave!
2508,0, I cantt sleep -averi tweeting from moms phone
2509,0, I changed my mind 
2510,0, i could be at a movie right now with someone...
2511,1, i could cry at how nice dannys voice sounds on radio one (L)
2512,0, I couldn't eat my strawberry ice cream. My tummy hurts.
2513,0," I couldn't go to Tower Records to buy LINES,VINES AND TRYING TIMES.... "
2514,0, I COULDN'T HELP IT.
2515,0, I couldv'e taken a class from THE Ryan Feng... Sadness...Aw well! Ima learn from Mike Song and Tony Tran! Thassright people!
2516,0, I cut myself in like 3 different places. Sucky much.?
2517,1, i dare you to ask for it like that.
2518,0, i did not like the way i was awakened today
2519,0, I Didnt Expect My Niqht O2 End This Early..
2520,0," i didnt go shopping, but i am going to burbank again!"
2521,0, i didn't know.
2522,0, i didn't want justine to go...will sam ever get eliminated &gt;.&lt; #masterchef
2523,0," I dislike this immensely, i lol at the fact I can spell immensely... thank you Lauren haha"
2524,0, i don't even know.
2525,0, i dont feel all that great. my head is gonna explode
2526,0, I don't feel good again! Wth?
2527,0, i dont feel so good 
2528,0, I don't have any decent looking ones at all. I don't want to wear mine and look like a big dork
2529,0, I dont have lunch money
2530,0," I don't have the guts!!???,??!!!!"
2531,0, i dont know how to do that fringe braidy thing 
2532,0, I don't know what my problem is..:/
2533,0, I don't know..
2534,0, I don't like cleaning
2535,0, i dont like it when people dont text back ~Tim~
2536,0, I don't think I can call myself &quot;prize winning&quot;
2537,0, I don't think I was wrong no matter what nobody says I really didn't want da bread I just wanted my pancakes didn't want to waist da food
2538,0, I cant find my connector for my cameraa!!!  Where is itt?!?!?!?!
2539,0, I cant get ma rarse outa bed. I NEED 2 get sum work done!
2540,0, i cant get photos to save for my twitter layout...argh...
2541,0, I can't get to sleep... I'm also doing some serious thinking... LK should do an album... #littlekuribohYGOASsoundtrackalbum anyone? =]
2542,0, I can't open my YM account ! Grr.
2543,0," i cant sleep, i dont deserve this .... N you know it "
2544,0, I cant take the hurt...
2545,0, i can't tell if he was crying.
2546,0, i can't type! my mad typing skills are screwed! this damn papercut!
2547,0, i cant upload my pic...
2548,0, I can't wait only 3 more days left.
2549,1, i cant wait to leave! lol
2550,0," I caught up. I WANT MOREEE! Ugh, fuck JAH-PAN, they need to produce more chapters so I can keep reading NARUTO &gt;:["
2551,0,=- I could go to Italy in that time
2552,0, i cried over jon and kate ... i think that makes me pretty lame haha
2553,0, I cut my hair
2554,0, I didn't get picked for any show!!! Boehoe!
2555,0, I didn't go to school. Again. My head hurts so bad. Again. This sucks. Again.
2556,0," I do look like luda, ugh."
2557,0, i dont feel good at all my tummy and head hurts really bad (((
2558,0, I dont know how to get the output type from nast and tsp01 tables... but tomorrow i will find that
2559,0, I don't know what I did. @myhaloromance
2560,0, I don't know what to say but 
2561,0, I don't know what to wear....
2562,0, i don't know...?
2563,0, I dont like strapless bras either.
2564,0, i dont like that phone anymore...
2565,0, i dont like the fact my gay best friend is in tears... ♥
2566,0, i don't like thunderstorms! just let me hide!
2567,0, i don't like your livejournal because you don't use fancy words like that in real life.
2568,0, I don't really wanna do this...love stinks sometimes.
2569,0, i dont wanna wait 10 more dayss
2570,0, I dont want her to be mad at me. She is sooo sweet!
2571,0, i dont want to go to bed but im so tired
2572,0, i dont wanta go to school today.....
2573,0, I dontcthink I slept enough.
2574,0, i dontttttttttttt feeeeeeeeel goooood 
2575,0, i feel bad now.
2576,0, i feel like a idiot yet again.
2577,0," i feel like freakin crying,"
2578,0, I feel like there's school tomorrow. Most likely there will be.  NOOOOOOOO...
2579,0, i feel sad. Discouraged. Lonely. Unlucky.
2580,0, I feel so shitty! FML.
2581,0, i find no reason to keep on going anymore.
2582,0, i finished the cookies too fast... now i don't have cookies for tomorrow... (
2583,1, I forgot how many great songs this mystery band had @AnnieLicious ? http://blip.fm/~5e7qp
2584,0," I forgot to put away my laundry earlier so my beds full of clothes. Guess its going on the floor. Dog hair is always in, yeah?"
2585,0, i get my flip-flops in a few days but i am not happy.
2586,1, I get to do a review for Katie and Nina and for Colette when it gets here...... LIFE IS GOOD!!!!  
2587,1, I get to sleep in as late as I want tomorrow! I'm so excited!
2588,0, I got a D in foundation mock http://twitpic.com/7slt4
2589,0, i don't think i'll be able to wear my hair extensions all week i don't have enough time to put them on really busy week
2590,0, i dont understand twitter
2591,0, I don't wanna go to work...
2592,0," I don't wanna. What I do want, I can't have... fun times."
2593,0, I don't want a million followers and sending out the exact same tweet is annoying. How can people with 0 updates have followers? So sad.
2594,0, I don't want to go to work
2595,0, i feel bad i woke you up!!! but thats awesome do it so i can be addicted to you too 
2596,0," i feel bad. I love you sweetheart, more than anything!"
2597,0, i feel like my insides are slowly being torn from my body...
2598,0, i feel like shit
2599,0, i feel like such a loser.  i hate hills
2600,0, i feel lonely.
2601,1, i feel proud that took up the whole thing
2602,0, i feel really alone
2603,0," i feel really really really fucking sick, fml."
2604,0, I feel so disconnected without AIM. WORK DAMMIT.
2605,0,=- I feel so naked without my Ipod
2606,0, I FEEL SO..... REPLACED.
2607,0," I feel terrible. Gosh, how do I manage to ruin it so quickly? I've been home for an hour and I've already messed something up!!!!"
2608,0, I feel the way this sign looks stay up twitter peeps
2609,0, i fell down the stairs LOL!  stoooopid straightener!
2610,0,- I felt really sad when I heard that Paul McCartney's squirrel was going to be shot  Fortunately I'd got the w.. http://htxt.it/l/qKpSIk
2611,0, I found out my mum has got cancer off the womb and she was supposed to go for an operation on Saturday but she didn't go and I feel upset
2612,0, i go on twitter nd find out he has a girl :'(
2613,1, i got my eye on u! Lol
2614,0, I got scolded for not waiting and spending MORE to find my perfect storage solution...  saddies Guess I should have *hangs head*
2615,0, I got so scared tonight. Love you @kristengraham
2616,0, i got yelled at 4 helping the cats by my neighbor
2617,0, i got you anytime man. Just holla if you need me. 
2618,1, i gotta remember to update more frequently i don't have my blackberry it was so much easier  how is everyone doing?
2619,0, I guess all the finger-crossing in the world couldn't help her.
2620,0, I guess I'm no Sherlock
2621,0, i had 107 followers when i went to bed now i have 102 what happen  it better not have been any of my VIP or maybe some non VIP got mad
2622,0, I had a bad thought
2623,0, i had a freaky dream last night
2624,0," I had to postpone the photoshoot. Stupid Wisconsin weather. Why can't it be sunny? Working out, tanning, preschool grad night, then out!"
2625,1, I has a huge pack of giant buttons &amp; a bag of doritos.  @shinydan is fab! oh &amp; he brought me coffee and is making sausage butty for lunch
2626,0, i has no followers to message to
2627,0," I has sazzy's cruddy disease, i feel so sicky!"
2628,0, i hate bad days.
2629,0,- I hate being offered an opportunity you know you can't take... The right decision isn't always the fun one 
2630,0, I hate budget cut. It's not making me happy.
2631,0, I hate fighting
2632,0, I hate how everything is so easy in OS X ...but at the same time...I love it. #OSX
2633,1,"- I GOT A,  6/A IN MY SPANISH EXAM!! Im Soo Happy "
2634,1, i got it nowww!!
2635,1, I GOT MAIL! yay for mail
2636,0, i got mosquito bites ALL OVER. is West Nile still a threat?! D:
2637,0, i got my hair confused with my curly noodles...
2638,0, i got scolded by my mother via skype. told me to go to sleep. doesn't she know by now that her daughter is nocturnal.
2639,0, i got sun burned bad at work!
2640,0, i got the wrong damn monster. Ugghhh now i gotta go back to the shopette! at like.....4 in the morning. not pleased.
2641,1, i gotta take a whiz. lol
2642,0, i gotta work today
2643,0," I guess I see it differently. Jason told then he was removing the questions and Andrew responds to that, in the link you sent."
2644,0, I had 6 followers and I joined 2 days ago they un followed me! :1
2645,0, I had a feeling of impending doom &amp; then hear about this. NO GOOD. NO GOOD.
2646,1, i had a wonderful day with O.  Haight and Thai food.
2647,0, I had too many gummy octopus... The gummy hurt my tummy
2648,0, i has to do the dishes 
2649,1, i has veggies tooo! lots of corm and peppers though and like 2 carrots
2650,0, i hate being in love. out of love. in love. hates it
2651,0, I hate germantown it keeps me from friends! Lols
2652,0," I hate it here. I hate everything. I don't understand why we only fight when my dads here. Anywho, I might leave sunday night."
2653,0, i hate it when they wake me up with a wrong number and my step dad vacumming EVERY saturday morning.
2654,0, I hate muscle spasms. Fuck you spasms!!!!! http://twitpic.com/6e4a7
2655,0, I hate my job! I want to fly a plane soon! :  I hate my job! I want to fly a plane soon!  http://tinyurl.com/mm9wod
2656,0, I hate packing!
2657,0, i hate rain and people.
2658,0, i hate songs that will NEVER be my life.
2659,0, I hate the Rain! It puts a dampner on my sunday! I hope its gonna be sunny 2morrow! We need the good weather!
2660,0, I hate the scale.
2661,0, i hate this family. Save me!
2662,0, I hate watchin' this episode! Boulton the stations tough guy left frightened and angry - and in need of a HIV test after raid gone wrong!
2663,0, I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.
2664,0, i hate when my boyfriend has a bad day!
2665,0, i hate work. havent done much today. im trying! i have artists block. cant draw 
2666,0, i hate work. I'm so sorry Aly.
2667,1, I have already completed work on &quot;mechanisms&quot; that boredom ... Now I have to study the map of Africa! tomorrow..BASEBALL! its SO cool
2668,0," I have an appt, but u all should go hear about palimpsests &amp; other interesting things tomorrow @machineproject http://tinyurl.com/m6qxqa"
2669,0, I have no hair left trying to book train to Sheffield for Sun .. anyone ? I'm helping a pal fufill a dream to see Beyonce ... STRESS !
2670,0, i have one thing perfect going for me that i want. I have one bad thing not going for me at all that i want more than anything in the ...
2671,0, i have something to say thats going to keep you from smiling
2672,0, I have that sad and disappointed feeling in my gut...
2673,0, last day of weekend.
2674,0, Last day of year 11 today. Boswells 04-09 (L)
2675,1, LAST Day To Enter http://tinyurl.com/r3qhor
2676,0, last episode of buffy always makes me cryy
2677,0, last time seeing my kids. 2 of the greatest kids in the world.
2678,1, last tweet for the night!  VOTE for @GoodeMovement here: http://tinyurl.com/lv6969 and with that same determination... #squarespace!
2679,1, last tweet for the night! VOTE for @GoodeMovement here: http://tinyurl.com/lv6969 and with that same determination... #squarespace !!
2680,1, Laughter is one of the best things that God has given us
2681,0,- laying in bed b/c I have nothing to do! 
2682,0, leaving florida want to live there forever! Texan*Girl
2683,1,"- leaving for Seattle in ~14 hours!! Just one more day of work to survive, then we're off  to celebrate 3 years of wedded bliss "
2684,0, leaving this hotel room sucks. They upgraded up to a two bedroom suite. Oh well.
2685,0, leaving tomorrow. miss home. mum's incessantly whining to go shopping. i wanna stay home.
2686,0,=- Legs feel worse than they did yesterday
2687,0, less and less people have been partying lately.
2688,0, lets get like icecream after to make u feel better!
2689,1, life is a mystery.!!! LOL freakin marriah.!!! LOL *blast off.!!* LOL
2690,1, life never ceases to amuse me. Wouldnt want it any other way!
2691,0, life sucks. but it would suck a lot more if i didn't have the beautiful check yes gingerette to keep me company.
2692,1," lifes complete. all time low were a-fucking-mazing, disapointed that the venue didn't let them sign though"
2693,0," listenin to trey songs, kanye west song say u will remix. Its only one her, I only want her."
2694,1, listening to @ddlovato music. ;) you're a trainwreck but i wouldn't love you if you changed..
2695,1,=- Listening to Metro Station Shake it remix...quite Good
2696,0, LittleBoxOfEvil We are just like that 
2697,1, LOL. @elieehinojas...have you seen my new presentation...
2698,0, lol@teedramoses
2699,0, Lola hurt her leg... Of course this happens the day before we leave...
2700,1, lolz  iT.SR|TCE|TBE|
2701,0, LONELY. lol. i'm so boredddddd
2702,0, long ride home and i am bored
2703,0, long week ahead!!! Another weekend off!!!
2704,1,"=- long week ahead, but the Good thing is we have the weekend to look forward to."
2705,0, lookin up strippin classes
2706,0," looks like I have to take the bus home tonight. I really need a new car, BADLY..."
2707,0, Looks like Villarreal might not be making it to the Champions League next season.
2708,0, Losee Magic
2709,0, lost a follower -1. :/
2710,0, lost a follower! lol
2711,0, lost my spot in front of the heater
